A
B,,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8-D02in,ASAM8-D02in,ASAM8-D04in,ASAM8-D04in,ASAM8-D08in,ASAM8-D08in,ASAM8-D20in,ASAM8-D20in,ASAM8-D40in,ASAM8-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
55,19Apr2024 1430,84.6,,313.6,186.3,0,12.074,-2.578,,,,,,,,,,,
56,19Apr2024 1435,81.5,,325.2,177.7,0,16.297,-2.361,,,,,,,,,,,
57,19Apr2024 1440,78.38,,323.4,188,0,14.166,-2.4,,,,,,,,,,,
58,19Apr2024 1445,79.96,,317.9,200.2,0,11.444,-2.178,,,,,,,,,,,
59,19Apr2024 1450,79.44,,312.8,187.2,0,16.762,-1.878,,,,,,,,,,,
60,19Apr2024 1455,78.68,,314.3,227.3,0,17.28,-1.561,,,,,,,,,,,
61,19Apr2024 1500,73.1,,331.8,165.3,0,20.725,-1.5,26.8,3.7,29.5,4.7,33,5.839,32.7,6.661,25,6.3,
62,19Apr2024 1505,73.48,,331.8,196.3,0,17.352,-1.978,,,,,,,,,,,
63,19Apr2024 1510,74.02,,326.9,247.7,0,15.39,-1.739,,,,,,,,,,,
64,19Apr2024 1515,,,,,,,,,,,,,,,,,,
65,19Apr2024 1520,,,,,,,,,,,,,,,,,,
66,19Apr2024 1525,65.72,,342.1,241.8,0,20.444,-1.139,,,,,,,,,,,
67,19Apr2024 1530,64.02,,342.6,334.9,0,22.111,-0.861,,,,,,,,,,,
68,19Apr2024 1535,60.08,,344.7,244.4,0,21.946,-0.339,,,,,,,,,,,
69,19Apr2024 1540,59.78,,344.5,234.8,0,21.096,-0.878,,,,,,,,,,,
70,19Apr2024 1545,60.22,,2.42,334.4,0,20.538,-1,,,,,,,,,,,
71,19Apr2024 1550,58.88,,353.8,278.5,0,21.892,-0.3,,,,,,,,,,,
72,19Apr2024 1555,57.92,,339.6,261.6,0,17.762,-0.839,,,,,,,,,,,
73,19Apr2024 1600,57.7,,345.3,321.1,0,23.335,-0.161,26.8,3.5,29.5,4.561,33,5.8,32.6,6.6,25,6.3,

A
B,,HNTM8,HNTM8,HNTM8,HNTM8,HNTM8,HNTM8,HNTM8,HNTM8-D02in,HNTM8-D02in,HNTM8-D04in,HNTM8-D04in,HNTM8-D08in,HNTM8-D08in,HNTM8-D20in,HNTM8-D20in,HNTM8-D40in,HNTM8-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
1,19Apr2024 1000,68.77,6.604,164.6,0,0,9.947,-5.211,16.6,10.1,25.4,7.9,29.9,7.5,12.8,7.7,28,6.4,
2,19Apr2024 1005,69.91,,164.6,0,0,9.335,-5.456,,,,,,,,,,,
3,19Apr2024 1010,,,161.7,0,0,9.112,-5.694,,,,,,,,,,,
4,19Apr2024 1015,70.86,,162.4,0,0,9.778,-5.711,,,,,,,,,,,
5,19Apr2024 1020,70.79,,164.7,0,0,9.965,-5.8,,,,,,,,,,,
6,19Apr2024 1025,70.86,,167.4,0,0,9.907,-5.8,,,,,,,,,,,
7,19Apr2024 1030,70.39,,213.1,0,0,7.538,-5.767,,,,,,,,,,,
8,19Apr2024 1035,68.89,,238.1,0,0,3.798,-5.694,,,,,,,,,,,
9,19Apr2024 1040,65.61,,227.7,0,0,1.462,-5.228,,,,,,,,,,,
10,19Apr2024 1045,63.19,,189.9,0,0,2.833,-4.783,,,,,,,,,,,
11,19Apr2024 1050,63.89,,205.3,0,0,3.409,-4.872,,,,,,,,,,,
12,19Apr2024 1055,67.73,,208.6,0,0,4.352,-5.378,,,,,,,,,,,
13,19Apr2024 1100,68.91,6.35,223.7,0,0,3.906,-5.611,16.6,9.9,25.4,7.7,29.9,7.3,12.8,7.7,29,6.4,
14,19Apr2024 1105,68.43,,212.1,0,0,4.907,-5.5,,,,,,,,,,,
15,19Apr2024 1110,67.71,,214,0,0,6.631,-5.422,,,,,,,,,,,
16,19Apr2024 1115,68.93,,211.3,0,0,5.612,-5.456,,,,,,,,,,,
17,19Apr2024 1120,69.78,,202.3,0,0,3.834,-5.611,,,,,,,,,,,
18,19Apr2024 1125,72.69,,304,0,0,2.52,-6.178,,,,,,,,,,,
19,19Apr2024 1130,72.03,,297.2,0,0,3.02,-5.856,,,,,,,,,,,
20,19Apr2024 1135,72.07,,256.3,0,0,2.891,-5.844,,,,,,,,,,,
21,19Apr2024 1140,71.58,,251.8,0,0,6.408,-5.817,,,,,,,,,,,
22,19Apr2024 1145,69.47,,247.8,0,0,6.462,-5.422,,,,,,,,,,,
23,19Apr2024 1150,67.88,,277,0,0,4.835,-5.4,,,,,,,,,,,
24,19Apr2024 1155,72.59,,266.9,0,0,2.408,-5.972,,,,,,,,,,,
25,19Apr2024 1200,72.52,0,301.6,0,0,2.963,-5.906,16.5,9.6,25.4,7.5,29.9,7.1,12.8,7.7,28,6.4,
26,19Apr2024 1205,73.15,,299.8,0,0,3.298,-6.25,,,,,,,,,,,
27,19Apr2024 1210,74.16,,308,0,0,2.761,-6.372,,,,,,,,,,,
28,19Apr2024 1215,75.1,,282.4,0,0,8.204,-6.306,,,,,,,,,,,
29,19Apr2024 1220,72.6,,269.2,0.26,0,6.631,-5.961,,,,,,,,,,,
30,19Apr2024 1225,74.23,,278.4,7.49,0,4.687,-6.189,,,,,,,,,,,
31,19Apr2024 1230,74.82,,273.9,19.84,0,5.76,-5.9,,,,,,,,,,,
32,19Apr2024 1235,73.95,,262.6,30.04,0,3.092,-5.717,,,,,,,,,,,
33,19Apr2024 1240,74.3,,250.6,38.74,0,4.871,-5.583,,,,,,,,,,,
34,19Apr2024 1245,73.2,,226.1,24.02,0,6.242,-5.778,,,,,,,,,,,
35,19Apr2024 1250,75.05,,221.4,36.47,0,8.021,-6.356,,,,,,,,,,,
36,19Apr2024 1255,78.45,,223,78.52,0,8.204,-6.4,,,,,,,,,,,
37,19Apr2024 1300,76.65,7.62,226.1,93.5,0,7.481,-5.728,16.6,9.4,25.4,7.3,29.9,7,12.8,7.6,29,6.5,
38,19Apr2024 1305,75.89,,224.6,113.6,0,6.743,-5.394,,,,,,,,,,,
39,19Apr2024 1310,74.36,,213.8,146.8,0,5.908,-4.867,,,,,,,,,,,
40,19Apr2024 1315,72.22,,209.7,170.6,0,4.259,-4.294,,,,,,,,,,,
41,19Apr2024 1320,70.34,,217.3,112.5,0,4.018,-3.733,,,,,,,,,,,
42,19Apr2024 1325,64.99,,230.5,88,0,5.702,-3.322,,,,,,,,,,,
43,19Apr2024 1330,64.93,,237,96.8,0,6.001,-3.128,,,,,,,,,,,
44,19Apr2024 1335,63.87,,240.1,129.8,0,6.926,-3.044,,,,,,,,,,,
45,19Apr2024 1340,67.37,,241.5,125.7,0,7.315,-3.011,,,,,,,,,,,
46,19Apr2024 1345,64.22,,248.9,134.7,0,8.388,-2.678,,,,,,,,,,,
47,19Apr2024 1350,62.04,,249.7,155.7,0,9.817,-2.456,,,,,,,,,,,
48,19Apr2024 1355,62.56,,247.1,170.9,0,9.187,-2.222,,,,,,,,,,,
49,19Apr2024 1400,61.06,9.144,252.6,159.5,0,9.112,-1.983,16.4,9.2,25.5,7.1,29.9,6.8,12.8,7.7,29,6.4,
50,19Apr2024 1405,56.9,,266.4,168.2,0,7.632,-1.739,,,,,,,,,,,
51,19Apr2024 1410,55.32,,266.1,187.9,0,8.093,-1.711,,,,,,,,,,,
52,19Apr2024 1415,55.73,,264.2,251.8,0,7.762,-1.506,,,,,,,,,,,
53,19Apr2024 1420,55.75,,250.2,313.2,0,8.946,-1.206,,,,,,,,,,,
54,19Apr2024 1425,54.68,,252.6,433.4,0,9.889,-1.017,,,,,,,,,,,
55,19Apr2024 1430,49.59,,252.8,396.8,0,10.184,-0.406,,,,,,,,,,,
56,19Apr2024 1435,50.04,,256.5,253.2,0,10.613,-0.578,,,,,,,,,,,
57,19Apr2024 1440,49.74,,263.5,286.8,0,9.428,-0.644,,,,,,,,,,,
58,19Apr2024 1445,49.42,,284.5,264.9,0,9.277,-0.378,,,,,,,,,,,
59,19Apr2024 1450,45.66,,311.4,256.9,0,7.632,-0.25,,,,,,,,,,,
60,19Apr2024 1455,45.09,,324.3,283.6,0,11.945,-0.206,,,,,,,,,,,
61,19Apr2024 1500,43.88,6.858,316,322.8,0,8.464,-0.15,16.5,8.9,25.4,7,29.9,6.7,12.7,7.7,29,6.5,
62,19Apr2024 1505,44.08,,325.5,323.8,0,10.166,-0.122,,,,,,,,,,,
63,19Apr2024 1510,45.16,,326.9,321,0,9.428,0.017,,,,,,,,,,,
64,19Apr2024 1515,45,,15.69,343.4,0,9.576,0.161,,,,,,,,,,,
65,19Apr2024 1520,43.55,,350.1,355.6,0,14.407,0.6,,,,,,,,,,,
66,19Apr2024 1525,42.34,,339.5,362.9,0,12.298,0.778,,,,,,,,,,,
67,19Apr2024 1530,41.37,,331,474.8,0,15.372,1.028,,,,,,,,,,,
68,19Apr2024 1535,39.62,,336.1,699,0,20.207,1.683,,,,,,,,,,,
69,19Apr2024 1540,38.34,,351.7,533.1,0,17.464,1.717,,,,,,,,,,,
70,19Apr2024 1545,38.47,,344.7,438.6,0,19.483,1.539,,,,,,,,,,,
71,19Apr2024 1550,37.57,,348.1,377.8,0,15.149,1.533,,,,,,,,,,,
72,19Apr2024 1555,37.41,,335.2,370.7,0,19.354,1.428,,,,,,,,,,,
73,19Apr2024 1600,35.64,10.922,321.3,347.1,0,16.891,1.506,16.5,8.8,25.3,6.8,29.8,6.5,12.8,7.7,29,6.4,

A
B,,HWTM8,HWTM8,HWTM8,HWTM8,HWTM8,HWTM8,HWTM8,HWTM8-D02in,HWTM8-D02in,HWTM8-D04in,HWTM8-D04in,HWTM8-D08in,HWTM8-D08in,HWTM8-D20in,HWTM8-D20in,HWTM8-D40in,HWTM8-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
1,19Apr2024 1000,59.21,0,349.7,0,0,21.168,-4.728,16.1,2,19.7,3.3,26.6,5.1,12.5,6.7,2,6.5,
2,19Apr2024 1005,59.26,,354.8,0,0,20.614,-4.628,,,,,,,,,,,
3,19Apr2024 1010,58.95,,356.9,0,0,21.463,-4.55,,,,,,,,,,,
4,19Apr2024 1015,58.89,,359.8,0,0,20.927,-4.5,,,,,,,,,,,
5,19Apr2024 1020,58.2,,357.4,0,0,21.539,-4.422,,,,,,,,,,,
6,19Apr2024 1025,58.27,,358.7,0,0,20.614,-4.461,,,,,,,,,,,
7,19Apr2024 1030,58.37,,358.8,0,0,19.13,-4.5,,,,,,,,,,,
8,19Apr2024 1035,58.28,,359.1,0,0,18.778,-4.5,,,,,,,,,,,
9,19Apr2024 1040,57.97,,359.3,0,0,20.185,-4.5,,,,,,,,,,,
10,19Apr2024 1045,58.29,,2.87,0,0,19.206,-4.606,,,,,,,,,,,
11,19Apr2024 1050,58.74,,3.47,0,0,18.947,-4.778,,,,,,,,,,,
12,19Apr2024 1055,59.83,,2.48,0,0,19.577,-5.044,,,,,,,,,,,
13,19Apr2024 1100,61.11,0,1.95,0,0,20.632,-5.267,16.1,1.8,19.7,3,26.6,4.9,12.5,6.7,2,6.4,
14,19Apr2024 1105,61.96,,358.5,0,0,21.65,-5.389,,,,,,,,,,,
15,19Apr2024 1110,62.23,,359.7,0,0,21.982,-5.4,,,,,,,,,,,
16,19Apr2024 1115,62.6,,357.3,0,0,21.262,-5.478,,,,,,,,,,,
17,19Apr2024 1120,62.76,,358,0,0,19.966,-5.556,,,,,,,,,,,
18,19Apr2024 1125,64.43,,4.17,0,0,21.28,-5.878,,,,,,,,,,,
19,19Apr2024 1130,64.26,,4.04,0,0,22.835,-5.922,,,,,,,,,,,
20,19Apr2024 1135,63.76,,1.37,0,0,21.391,-5.972,,,,,,,,,,,
21,19Apr2024 1140,64.48,,357.2,0,0,19.667,-6.261,,,,,,,,,,,
22,19Apr2024 1145,64.75,,352.4,0,0,18.907,-6.4,,,,,,,,,,,
23,19Apr2024 1150,64.6,,352.3,0,0,19.278,-6.411,,,,,,,,,,,
24,19Apr2024 1155,64.27,,349.3,0,0,18.353,-6.428,,,,,,,,,,,
25,19Apr2024 1200,64.94,0,349.4,0,0,17.816,-6.65,16.1,1.6,19.7,2.9,26.6,4.7,12.4,6.7,2,6.4,
26,19Apr2024 1205,65.52,,352.2,0,0,17.78,-6.778,,,,,,,,,,,
27,19Apr2024 1210,66.55,,350.2,0,0,16.762,-7.067,,,,,,,,,,,
28,19Apr2024 1215,67.89,,351,0,0,16.391,-7.322,,,,,,,,,,,
29,19Apr2024 1220,68.4,,354.2,0,0,16.614,-7.45,,,,,,,,,,,
30,19Apr2024 1225,69.4,,355.5,0.01,0,18.612,-7.672,,,,,,,,,,,
31,19Apr2024 1230,69.93,,355.6,1.36,0,19.483,-7.689,,,,,,,,,,,
32,19Apr2024 1235,70.24,,358.9,4.36,0,19.13,-7.728,,,,,,,,,,,
33,19Apr2024 1240,70.53,,1.1,18.44,0,18.778,-7.722,,,,,,,,,,,
34,19Apr2024 1245,70.73,,2.98,26.3,0,19.742,-7.622,,,,,,,,,,,
35,19Apr2024 1250,69.23,,0.7,53.98,0,19.112,-7.217,,,,,,,,,,,
36,19Apr2024 1255,67.63,,2.14,67.81,0,18.688,-6.833,,,,,,,,,,,
37,19Apr2024 1300,65.94,0,3.11,80.2,0,17.946,-6.572,16.1,1.4,19.7,2.7,26.6,4.5,12.5,6.6,2,6.5,
38,19Apr2024 1305,64.99,,4.16,92.6,0,16.427,-6.406,,,,,,,,,,,
39,19Apr2024 1310,63.45,,6.47,105.6,0,17.723,-6.156,,,,,,,,,,,
40,19Apr2024 1315,62.73,,5.9,118.2,0,17.87,-5.961,,,,,,,,,,,
41,19Apr2024 1320,60.28,,4.14,131,0,21.632,-5.639,,,,,,,,,,,
42,19Apr2024 1325,59.63,,1.58,144.3,0,20.466,-5.456,,,,,,,,,,,
43,19Apr2024 1330,58.41,,1.33,157.4,0,24.113,-5.239,,,,,,,,,,,
44,19Apr2024 1335,57.22,,0.19,171.2,0,25.985,-4.983,,,,,,,,,,,
45,19Apr2024 1340,56.4,,1.74,184.5,0,26.91,-4.644,,,,,,,,,,,
46,19Apr2024 1345,55.34,,359.9,198.5,0,25.927,-4.278,,,,,,,,,,,
47,19Apr2024 1350,54.34,,1.05,212.1,0,29.225,-4,,,,,,,,,,,
48,19Apr2024 1355,54.55,,1.94,226.1,0,28.742,-3.856,,,,,,,,,,,
49,19Apr2024 1400,55.1,0,359.7,240.5,0,30.244,-3.7,16.1,1.3,19.5,2.5,26.6,4.3,12.4,6.6,2,6.4,
50,19Apr2024 1405,55.28,,1.96,255.2,0,28.112,-3.628,,,,,,,,,,,
51,19Apr2024 1410,53.69,,357.9,269.9,0,31.651,-3.444,,,,,,,,,,,
52,19Apr2024 1415,53.15,,1.6,284.7,0,29.797,-3.389,,,,,,,,,,,
53,19Apr2024 1420,53.47,,0.07,299.4,0,30.056,-3.294,,,,,,,,,,,
54,19Apr2024 1425,55.15,,4.2,314.5,0,30.521,-3.344,,,,,,,,,,,
55,19Apr2024 1430,56.22,,359.2,329.3,0,30.132,-3.333,,,,,,,,,,,
56,19Apr2024 1435,56.28,,0.5,344.4,0,27.634,-3.111,,,,,,,,,,,
57,19Apr2024 1440,54.33,,356.8,359.5,0,28.872,-2.894,,,,,,,,,,,
58,19Apr2024 1445,55.94,,8.02,375.1,0,28.465,-2.817,,,,,,,,,,,
59,19Apr2024 1450,56.14,,7.39,391.2,0,30.355,-2.956,,,,,,,,,,,
60,19Apr2024 1455,54.87,,9.7,406.3,0,30.521,-2.939,,,,,,,,,,,
61,19Apr2024 1500,54.26,2.794,13.72,420.9,0,27.004,-2.783,16.1,1.3,18.8,2.3,26.7,4.2,12.5,6.6,2,6.4,
62,19Apr2024 1505,52.75,,7.05,434.7,0,28.354,-2.406,,,,,,,,,,,
63,19Apr2024 1510,51.19,,7.35,448.3,0,26.816,-2.317,,,,,,,,,,,
64,19Apr2024 1515,51.75,,9.85,464.2,0,27.594,-2.056,,,,,,,,,,,
65,19Apr2024 1520,51.46,,11.39,477.7,0,29.596,-1.839,,,,,,,,,,,
66,19Apr2024 1525,51.86,,9.33,489.8,0,29.837,-2.011,,,,,,,,,,,
67,19Apr2024 1530,51.41,,9.65,503.8,0,30.168,-1.817,,,,,,,,,,,
68,19Apr2024 1535,52.25,,15.23,517.3,0,31.504,-1.994,,,,,,,,,,,
69,19Apr2024 1540,51.75,,4.79,531.4,0,33.412,-1.878,,,,,,,,,,,
70,19Apr2024 1545,52.03,,0.73,544.7,0,29.948,-1.778,,,,,,,,,,,
71,19Apr2024 1550,52.08,,2.37,558.3,0,31.687,-1.628,,,,,,,,,,,
72,19Apr2024 1555,52.86,,4.34,571.9,0,32.652,-1.672,,,,,,,,,,,
73,19Apr2024 1600,53.21,0,9.28,585.7,0,29.668,-1.222,16.1,1.9,19.6,2.2,26.7,4,12.4,6.5,2,6.4,

A
B,,IGMM8,IGMM8,IGMM8,IGMM8,IGMM8,IGMM8,IGMM8,IGMM8-D02in,IGMM8-D02in,IGMM8-D04in,IGMM8-D04in,IGMM8-D08in,IGMM8-D08in,IGMM8-D20in,IGMM8-D20in,IGMM8-D40in,IGMM8-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
1,19Apr2024 1000,76.14,,287.8,,0,17.557,-6.6,12.8,3.661,21.3,5.222,26,7.8,12.2,8.5,14,7.4,
2,19Apr2024 1005,75.32,,281.3,,0,17.003,-6.639,,,,,,,,,,,
3,19Apr2024 1010,75.22,,284.2,,0,16.096,-6.822,,,,,,,,,,,
4,19Apr2024 1015,76.06,,283.7,,0,15.185,-7.022,,,,,,,,,,,
5,19Apr2024 1020,77.16,,284.1,,0,15.538,-7.261,,,,,,,,,,,
6,19Apr2024 1025,77.88,,283.7,,0,15.077,-7.378,,,,,,,,,,,
7,19Apr2024 1030,78.26,,290.4,,0,15.815,-7.439,,,,,,,,,,,
8,19Apr2024 1035,79.14,,290.2,,0,16.225,-7.561,,,,,,,,,,,
9,19Apr2024 1040,79.6,,289.1,,0,16.52,-7.561,,,,,,,,,,,
10,19Apr2024 1045,79.74,,293,,0,16.373,-7.561,,,,,,,,,,,
11,19Apr2024 1050,80.2,,295.7,,0,17.075,-7.461,,,,,,,,,,,
12,19Apr2024 1055,80.3,,290.8,,0,16.614,-7.261,,,,,,,,,,,
13,19Apr2024 1100,80.1,,290.2,,0,15.296,-7.1,12.7,3.161,21.4,4.8,26,7.561,12.1,8.5,14,7.4,
14,19Apr2024 1105,80.6,,279.4,,0,14.299,-7.139,,,,,,,,,,,
15,19Apr2024 1110,80.8,,279.8,,0,15.631,-7.139,,,,,,,,,,,
16,19Apr2024 1115,81.8,,284.4,,0,16.297,-7.239,,,,,,,,,,,
17,19Apr2024 1120,82,,286.9,,0,16.002,-7.2,,,,,,,,,,,
18,19Apr2024 1125,82.4,,289.3,,0,16.891,-7.261,,,,,,,,,,,
19,19Apr2024 1130,82.3,,288.4,,0,15.815,-7.122,,,,,,,,,,,
20,19Apr2024 1135,81.8,,289.7,,0,16.225,-7.022,,,,,,,,,,,
21,19Apr2024 1140,81.5,,293.7,,0,17.222,-6.8,,,,,,,,,,,
22,19Apr2024 1145,80.9,,291.5,,0,16.333,-6.639,,,,,,,,,,,
23,19Apr2024 1150,81.2,,293.8,,0,16.78,-6.678,,,,,,,,,,,
24,19Apr2024 1155,81.1,,297.8,,0,18.648,-6.561,,,,,,,,,,,
25,19Apr2024 1200,80.9,,295,,0,18.799,-6.539,12.7,2.8,21.3,4.4,26,7.3,12.1,8.5,14,7.461,
26,19Apr2024 1205,80.3,,294.4,,0,18.76,-6.478,,,,,,,,,,,
27,19Apr2024 1210,80.6,,289.9,,0,16.02,-6.661,,,,,,,,,,,
28,19Apr2024 1215,81,,289.4,1.1,0,17.132,-6.639,,,,,,,,,,,
29,19Apr2024 1220,80.4,,282.9,3.71,0,17.039,-6.578,,,,,,,,,,,
30,19Apr2024 1225,79.86,,286.4,8.76,0,15.944,-6.5,,,,,,,,,,,
31,19Apr2024 1230,79.52,,292.3,14.64,0,14.872,-6.461,,,,,,,,,,,
32,19Apr2024 1235,78.32,,289.9,23.89,0,15.595,-6.339,,,,,,,,,,,
33,19Apr2024 1240,77.86,,289.7,36.07,0,16.168,-6.3,,,,,,,,,,,
34,19Apr2024 1245,77.32,,286.3,41.65,0,13.817,-6.3,,,,,,,,,,,
35,19Apr2024 1250,77.66,,280.3,64.81,0,13.964,-6.3,,,,,,,,,,,
36,19Apr2024 1255,77.62,,283.1,76.16,0,13.5,-6.178,,,,,,,,,,,
37,19Apr2024 1300,77.02,,281.3,98.6,0,12.668,-6.061,12.7,2.5,21.3,4.161,26,7.061,12.1,8.5,14,7.4,
38,19Apr2024 1305,76.2,,281.7,123.7,0,13.075,-5.839,,,,,,,,,,,
39,19Apr2024 1310,74.68,,279.5,121,0,12.481,-5.561,,,,,,,,,,,
40,19Apr2024 1315,73.66,,284.6,151.2,0,13.428,-5.361,,,,,,,,,,,
41,19Apr2024 1320,72.96,,286.7,148.9,0,12.65,-5.122,,,,,,,,,,,
42,19Apr2024 1325,72.46,,292.4,109.6,0,15.001,-4.978,,,,,,,,,,,
43,19Apr2024 1330,72.28,,296,161.1,0,18.576,-4.561,,,,,,,,,,,
44,19Apr2024 1335,70,,301,195.4,0,19.112,-4.222,,,,,,,,,,,
45,19Apr2024 1340,68.24,,304.4,161.5,0,21.65,-3.939,,,,,,,,,,,
46,19Apr2024 1345,67.78,,302.6,116.8,0,23.594,-3.839,,,,,,,,,,,
47,19Apr2024 1350,66.96,,315.6,119.9,0,24.278,-3.739,,,,,,,,,,,
48,19Apr2024 1355,66.42,,310.9,132.3,0,25.632,-3.678,,,,,,,,,,,
49,19Apr2024 1400,66.34,,304.2,147.1,0,22.705,-3.639,12.7,2.4,21.2,3.839,26,6.761,12.1,8.4,14,7.4,
50,19Apr2024 1405,66.28,,305.4,327,0,23.058,-3.461,,,,,,,,,,,
51,19Apr2024 1410,65.3,,304.4,306.5,0,24.037,-3.022,,,,,,,,,,,
52,19Apr2024 1415,64.78,,310.5,308.9,0,22.705,-2.878,,,,,,,,,,,
53,19Apr2024 1420,64.36,,309.2,318,0,28.152,-2.7,,,,,,,,,,,
54,19Apr2024 1425,64.46,,313.8,330.8,0,24.872,-2.4,,,,,,,,,,,
55,19Apr2024 1430,63.52,,312.3,351,0,26.762,-2.339,,,,,,,,,,,
56,19Apr2024 1435,63.82,,312.1,379.1,0,24.649,-2.2,,,,,,,,,,,
57,19Apr2024 1440,62.58,,315.2,440.9,0,25.315,-1.922,,,,,,,,,,,
58,19Apr2024 1445,62.14,,310.8,355.4,0,26.723,-1.678,,,,,,,,,,,
59,19Apr2024 1450,61.98,,311.7,304.5,0,29.668,-1.8,,,,,,,,,,,
60,19Apr2024 1455,62.66,,315.5,414.8,0,26.687,-2.061,,,,,,,,,,,
61,19Apr2024 1500,62.76,,315.6,392.1,0,27.317,-1.8,12.9,2.8,21.2,3.8,26,6.6,12.1,8.4,14,7.4,
62,19Apr2024 1505,62.68,,311.5,471.6,0,30.168,-1.861,,,,,,,,,,,
63,19Apr2024 1510,61.88,,314.8,436.1,0,27.871,-1.6,,,,,,,,,,,
64,19Apr2024 1515,62.22,,321.8,559.6,0,28.649,-1.722,,,,,,,,,,,
65,19Apr2024 1520,62.08,,320.3,444.2,0,28.094,-1.6,,,,,,,,,,,
66,19Apr2024 1525,62.56,,320.1,301.7,0,28.447,-1.722,,,,,,,,,,,
67,19Apr2024 1530,63.12,,314.2,486.9,0,25.726,-1.7,,,,,,,,,,,
68,19Apr2024 1535,62.78,,314.3,386.8,0,30.244,-1.6,,,,,,,,,,,
69,19Apr2024 1540,63.3,,313.3,315.3,0,28.094,-1.522,,,,,,,,,,,
70,19Apr2024 1545,63.08,,307.5,281.6,0,29.372,-1.478,,,,,,,,,,,
71,19Apr2024 1550,64.24,,320.8,266.8,0,27.5,-1.578,,,,,,,,,,,
72,19Apr2024 1555,64.2,,308.7,297.7,0,27.5,-1.539,,,,,,,,,,,
